,TUCASEID,TULINENO,HRYEAR4,PEAFNOW,PEMLR,PEHRWANT,PESCHENR,PEDWWNTO,TELE2019,TELECOVID,TELENOW,EMPA,EMPB,EMPC,EMPD,EMPSTAT,TELEALL,CORR
52372,20200201202180,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52373,20200201202184,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52374,20200201202184,2,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52375,20200201202185,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52376,20200201202185,2,2019,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
52379,20200201202186,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52380,20200201202187,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52381,20200201202187,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52382,20200201202187,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52383,20200201202187,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52384,20200201202188,1,2019,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52387,20200201202193,1,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52388,20200201202193,2,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52389,20200201202194,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52392,20200201202194,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52393,20200201202195,1,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52394,20200201202195,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52395,20200201202196,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52396,20200201202196,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52397,20200201202196,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52398,20200201202196,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52399,20200201202196,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52400,20200201202199,1,2019,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52401,20200201202200,1,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52403,20200201202202,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52404,20200201202203,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52406,20200201202204,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52407,20200201202204,2,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52408,20200201202204,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52409,20200201202204,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52410,20200201202204,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52411,20200201202204,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52412,20200201202207,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52413,20200201202207,2,2019,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52414,20200201202207,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52415,20200201202207,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52416,20200201202208,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52417,20200201202208,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52418,20200201202208,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52419,20200201202208,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52420,20200201202208,5,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52421,20200201202209,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52422,20200201202209,2,2019,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52423,20200201202212,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52424,20200201202212,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52425,20200201202212,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52428,20200201202215,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52429,20200201202215,2,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52430,20200201202215,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52431,20200201202215,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52432,20200201202215,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52434,20200201202218,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52435,20200201202218,3,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52436,20200201202218,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52437,20200201202219,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52438,20200201202219,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52439,20200201202219,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52440,20200201202219,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52441,20200201202219,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52442,20200201202219,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52443,20200201202219,7,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52444,20200201202220,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52445,20200201202220,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52446,20200201202220,3,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52447,20200201202223,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52448,20200201202225,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52449,20200201202225,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52450,20200201202226,1,2019,2,1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,2
52451,20200201202227,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52453,20200201202227,3,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52457,20200201202231,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52458,20200201202232,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52459,20200201202232,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52463,20200201202241,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52464,20200201202242,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52465,20200201202242,2,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52466,20200201202242,3,2019,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52469,20200201202248,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52472,20200201202254,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52473,20200201202254,2,2019,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
52474,20200201202254,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52475,20200201202256,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52476,20200201202256,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52477,20200201202256,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52478,20200201202260,1,2019,2,1,3,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52479,20200201202260,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52480,20200201202260,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52481,20200201202262,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52482,20200201202274,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52487,20200201202281,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52488,20200201202281,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52489,20200201202285,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52490,20200201202285,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52491,20200201202289,1,2019,2,1,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,2
52492,20200202200007,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52493,20200202200007,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52494,20200202200007,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52495,20200202200007,4,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52496,20200202200028,1,2019,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
52497,20200202200028,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52498,20200202200040,1,2019,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52499,20200202200040,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52500,20200202200044,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52501,20200202200044,2,2019,2,1,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,2
52502,20200202200044,3,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52503,20200202200044,4,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52504,20200202200044,5,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52505,20200202200044,6,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52506,20200202200045,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52507,20200202200045,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52508,20200202200045,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52509,20200202200055,1,2019,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52510,20200202200055,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52511,20200202200055,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52512,20200202200099,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52513,20200202200099,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52514,20200202200099,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52515,20200202200105,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52516,20200202200139,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52517,20200202200139,2,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52518,20200202200139,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52519,20200202200139,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52520,20200202200201,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52521,20200202200201,2,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52524,20200202200203,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52525,20200202200203,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52526,20200202200255,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52527,20200202200255,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52529,20200202200255,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52531,20200202200256,2,2019,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52532,20200202200256,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52534,20200202200256,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52535,20200202200265,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52536,20200202200265,2,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52537,20200202200266,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52538,20200202200266,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52539,20200202200266,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52540,20200202200285,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52541,20200202200285,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52542,20200202200285,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52544,20200202200337,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52545,20200202200337,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52546,20200202200337,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52547,20200202200337,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52553,20200202200500,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52554,20200202200500,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52556,20200202200521,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52557,20200202200521,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52558,20200202200521,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52559,20200202200521,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52560,20200202200546,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52562,20200202200576,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52563,20200202200576,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52564,20200202200576,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52565,20200202200576,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52566,20200202200577,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52567,20200202200577,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52568,20200202200577,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52569,20200202200577,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52570,20200202200587,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52571,20200202200587,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52575,20200202200616,1,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52576,20200202200633,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52580,20200202200658,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52581,20200202200658,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52582,20200202200658,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52583,20200202200658,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52584,20200202200713,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52585,20200202200719,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52586,20200202200719,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52587,20200202200719,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52588,20200202200719,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52589,20200202200719,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52591,20200202200723,1,2019,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52592,20200202200723,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52594,20200202200733,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52595,20200202200733,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52599,20200202200751,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52601,20200202200810,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52602,20200202200810,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52604,20200202200828,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52605,20200202200828,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52607,20200202200887,1,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52608,20200202200887,2,2019,2,1,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52609,20200202200887,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52610,20200202200891,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52611,20200202200891,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52613,20200202200906,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52614,20200202200914,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52616,20200202200946,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52619,20200202200955,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52622,20200202200995,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52624,20200202200995,4,2019,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52625,20200202201010,1,2019,2,1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52626,20200202201029,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52629,20200202201035,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52630,20200202201035,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52631,20200202201035,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52632,20200202201040,1,2019,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52633,20200202201040,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52634,20200202201040,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52635,20200202201057,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52638,20200202201087,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52639,20200202201097,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52640,20200202201097,2,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52641,20200202201125,1,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52644,20200202201189,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52646,20200202201189,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52647,20200202201191,1,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52648,20200202201226,1,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52649,20200202201226,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52652,20200202201241,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52653,20200202201241,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52654,20200202201241,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52656,20200202201333,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52657,20200202201333,2,2019,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
52658,20200202201333,3,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52660,20200202201333,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52661,20200202201333,6,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52662,20200202201346,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52664,20200202201346,3,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52665,20200202201346,4,2019,2,1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,2
52666,20200202201347,1,2019,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
52667,20200202201347,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52668,20200202201349,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52669,20200202201349,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52670,20200202201349,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52671,20200202201352,1,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52672,20200202201352,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52673,20200202201357,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52674,20200202201358,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52676,20200202201437,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52677,20200202201437,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52680,20200202201466,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52681,20200202201466,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52682,20200202201466,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52683,20200202201466,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52684,20200202201467,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52685,20200202201467,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52686,20200202201467,3,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52687,20200202201467,4,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52688,20200202201467,5,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52689,20200202201467,6,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52690,20200202201467,7,2019,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52694,20200202201512,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52695,20200202201512,2,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52697,20200202201513,1,2019,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52698,20200202201513,2,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52699,20200202201515,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
52700,20200202201539,1,2019,2,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
